,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
4776,4776.0,2021-05-07 01:46:24.544498+00:00,x,y,2021-05-09 13:30:00+00:00,2021-05-09 15:30:00+00:00,alpha,True,15,1,a-5,4776,7400
744,744.0,2021-06-28 18:53:12.724314+00:00,x,y,2021-07-13 04:00:00+00:00,2021-07-13 06:00:00+00:00,alpha,True,15,1,a-1,744,8697
1173,1173.0,2021-06-26 23:31:45.985297+00:00,x,y,2021-06-29 10:00:00+00:00,2021-06-29 12:00:00+00:00,alpha,True,35,1,a-7,1173,8697
3543,3543.0,2021-07-31 06:45:26.114091+00:00,x,y,2021-09-18 11:00:00+00:00,2021-09-18 12:55:00+00:00,beta,True,20,0,b-69,3543,8650
2717,2717.0,2021-06-27 08:42:25.438516+00:00,x,y,2021-10-10 09:45:00+00:00,2021-10-10 11:45:00+00:00,gamma,True,20,1,c-2,2717,7400
865,865.0,2021-05-13 10:11:04.191681+00:00,x,y,2021-05-13 13:30:00+00:00,2021-05-13 15:30:00+00:00,alpha,True,35,1,a-5,865,8739
2012,2012.0,2021-05-06 11:37:33.861716+00:00,x,y,2021-05-13 11:00:00+00:00,2021-05-13 13:00:00+00:00,gamma,True,20,1,c-4,2012,10227
4693,4693.0,2021-07-09 17:55:34.339648+00:00,x,y,2021-07-20 07:00:00+00:00,2021-07-20 09:00:00+00:00,alpha,True,35,1,a-5,4693,9877
3699,3699.0,2021-05-12 15:49:02.052985+00:00,x,y,2021-05-23 14:00:00+00:00,2021-05-23 15:55:00+00:00,beta,True,20,0,b-9,3699,9877
3596,3596.0,2021-06-27 09:59:20.113665+00:00,x,y,2021-08-09 09:45:00+00:00,2021-08-09 11:45:00+00:00,gamma,True,20,1,c-2,3596,8697
1480,1480.0,2021-03-16 04:05:44.489093+00:00,x,y,2021-03-18 08:00:00+00:00,2021-03-18 09:55:00+00:00,beta,True,20,0,b-67,1480,10227
2606,2606.0,2021-03-17 12:30:26.329862+00:00,x,y,2021-03-31 15:30:00+00:00,2021-03-31 17:30:00+00:00,alpha,True,35,1,a-7,2606,7400
4667,4667.0,2021-08-18 16:45:28.397975+00:00,x,y,2021-08-29 14:00:00+00:00,2021-08-29 16:00:00+00:00,gamma,True,20,2,c-4,4667,10227
2533,2533.0,2021-01-04 06:44:25.129731+00:00,x,y,2021-01-31 13:00:00+00:00,2021-01-31 15:00:00+00:00,alpha,True,0,0,a-5,2533,9405
2752,2752.0,2021-05-03 21:30:21.227265+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,alpha,True,35,1,a-1,2752,8739
2584,2584.0,2021-04-29 00:18:24.185675+00:00,x,y,2021-05-09 13:30:00+00:00,2021-05-09 15:30:00+00:00,alpha,True,15,1,a-5,2584,8739
1874,1874.0,2021-08-31 10:08:29.016346+00:00,x,y,2021-09-17 10:35:00+00:00,2021-09-17 12:35:00+00:00,omega,True,20,1,d-3,1874,8739
919,919.0,2021-07-23 11:32:58.245563+00:00,x,y,2021-09-03 14:00:00+00:00,2021-09-03 16:00:00+00:00,gamma,True,20,2,c-4,919,8739
3049,3049.0,2021-08-27 18:25:53.377384+00:00,x,y,2021-12-16 05:30:00+00:00,2021-12-16 07:30:00+00:00,gamma,True,20,1,c-2,3049,10227
3599,3599.0,2021-05-19 18:07:37.044296+00:00,x,y,2021-05-26 05:00:00+00:00,2021-05-26 06:55:00+00:00,beta,True,20,0,b-1,3599,8395
2636,2636.0,2021-07-08 06:58:55.155900+00:00,x,y,2021-07-25 09:45:00+00:00,2021-07-25 11:45:00+00:00,gamma,True,20,1,c-2,2636,12425
1271,1271.0,2021-05-03 14:43:12.226107+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,gamma,True,20,2,c-2,1271,13097
3403,3403.0,2021-07-03 11:33:31.390051+00:00,x,y,2021-07-06 10:00:00+00:00,2021-07-06 12:00:00+00:00,alpha,True,15,1,a-7,3403,8739
4830,4830.0,2021-06-08 14:46:50.538600+00:00,x,y,2021-07-12 17:00:00+00:00,2021-07-12 18:59:00+00:00,gamma,True,20,1,c-6,4830,11742
3620,3620.0,2021-08-16 04:30:03.626522+00:00,x,y,2021-09-30 13:00:00+00:00,2021-09-30 15:00:00+00:00,alpha,True,20,1,a-9,3620,8697
4056,4056.0,2021-05-25 16:44:29.975469+00:00,x,y,2021-05-31 14:00:00+00:00,2021-05-31 15:55:00+00:00,beta,True,20,0,b-9,4056,8739
2301,2301.0,2021-05-25 19:08:21.518606+00:00,x,y,2021-06-10 13:00:00+00:00,2021-06-10 15:00:00+00:00,alpha,True,35,1,a-5,2301,8739
727,727.0,2021-05-27 11:33:16.679851+00:00,x,y,2021-06-14 16:00:00+00:00,2021-06-14 18:00:00+00:00,alpha,True,15,1,a-7,727,8697
172,172.0,2021-06-28 18:11:50.596850+00:00,x,y,2021-07-15 11:00:00+00:00,2021-07-15 12:55:00+00:00,beta,True,40,0,b-69,172,11716
3009,3009.0,2021-03-04 18:27:27.878735+00:00,x,y,2021-03-06 05:00:00+00:00,2021-03-06 07:00:00+00:00,gamma,True,20,2,c-2,3009,10227
4635,4635.0,2021-03-20 07:46:34.357883+00:00,x,y,2021-03-28 11:00:00+00:00,2021-03-28 13:00:00+00:00,gamma,True,20,2,c-4,4635,7400
4818,4818.0,2021-06-19 09:28:11.489963+00:00,x,y,2021-07-25 16:00:00+00:00,2021-07-25 18:00:00+00:00,alpha,True,15,1,a-23,4818,10227
602,602.0,2021-08-14 06:09:10.602478+00:00,x,y,2021-08-19 17:05:00+00:00,2021-08-19 19:05:00+00:00,omega,True,20,1,d-5,602,11716
2239,2239.0,2021-05-01 08:08:34.266364+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,gamma,True,20,1,c-2,2239,8650
3278,3278.0,2021-07-10 09:12:29.281084+00:00,x,y,2021-07-18 13:00:00+00:00,2021-07-18 15:00:00+00:00,alpha,True,35,1,a-9,3278,10227
2643,2643.0,2021-02-20 05:09:07.767296+00:00,x,y,2021-02-24 13:00:00+00:00,2021-02-24 15:00:00+00:00,alpha,True,35,1,a-5,2643,10227
1202,1202.0,2021-05-25 04:26:38.970421+00:00,x,y,2021-06-12 17:00:00+00:00,2021-06-12 18:59:00+00:00,gamma,True,20,1,c-6,1202,8739
3230,3230.0,2021-07-24 08:37:48.946647+00:00,x,y,2021-08-15 10:00:00+00:00,2021-08-15 12:00:00+00:00,gamma,True,20,2,c-2,3230,8739
1293,1293.0,2021-03-23 19:10:58.043594+00:00,x,y,2021-04-17 11:00:00+00:00,2021-04-17 13:00:00+00:00,gamma,True,20,1,c-4,1293,8650
2490,2490.0,2021-06-09 10:10:08.318144+00:00,x,y,2021-06-26 07:00:00+00:00,2021-06-26 09:00:00+00:00,alpha,True,15,1,a-5,2490,9150
3150,3150.0,2021-01-28 05:53:32.453334+00:00,x,y,2021-02-08 05:15:00+00:00,2021-02-08 07:25:00+00:00,alpha,True,0,0,a-1,3150,9150
1236,1236.0,2021-07-28 15:29:37.247282+00:00,x,y,2021-08-08 17:00:00+00:00,2021-08-08 18:59:00+00:00,gamma,True,20,2,c-6,1236,10160
4440,4440.0,2021-08-23 22:41:40.176029+00:00,x,y,2021-09-11 13:00:00+00:00,2021-09-11 15:00:00+00:00,alpha,True,20,1,a-9,4440,8650
1419,1419.0,2021-07-09 14:32:54.486170+00:00,x,y,2021-08-13 17:00:00+00:00,2021-08-13 18:59:00+00:00,gamma,True,20,1,c-6,1419,8739
1594,1594.0,2021-03-15 12:30:06.745629+00:00,x,y,2021-03-24 15:30:00+00:00,2021-03-24 17:30:00+00:00,alpha,True,35,1,a-7,1594,8697
2278,2278.0,2021-03-10 22:33:39.729172+00:00,x,y,2021-03-21 13:30:00+00:00,2021-03-21 15:30:00+00:00,alpha,True,15,1,a-5,2278,9150
2214,2214.0,2021-06-19 11:57:44.645034+00:00,x,y,2021-07-12 04:00:00+00:00,2021-07-12 06:00:00+00:00,alpha,True,15,1,a-1,2214,8739
3747,3747.0,2021-02-06 03:28:58.693219+00:00,x,y,2021-02-10 11:00:00+00:00,2021-02-10 13:00:00+00:00,gamma,True,32,2,c-4,3747,13097
2896,2896.0,2021-08-07 09:25:18.720394+00:00,x,y,2021-08-21 04:40:00+00:00,2021-08-21 06:40:00+00:00,omega,True,20,1,d-1,2896,9150
3070,3070.0,2021-04-17 05:30:06.288175+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 07:00:00+00:00,alpha,True,35,1,a-1,3070,8697
621,621.0,2021-06-25 10:27:45.230764+00:00,x,y,2021-08-19 14:00:00+00:00,2021-08-19 15:55:00+00:00,beta,True,20,0,b-9,621,9877
729,729.0,2021-08-03 14:20:59.044963+00:00,x,y,2021-09-17 13:00:00+00:00,2021-09-17 15:00:00+00:00,alpha,True,15,1,a-9,729,8697
2876,2876.0,2021-06-11 20:36:38.915044+00:00,x,y,2021-07-12 05:00:00+00:00,2021-07-12 06:55:00+00:00,beta,True,20,0,b-1,2876,8697
3574,3574.0,2021-04-19 16:06:52.318722+00:00,x,y,2021-05-04 05:00:00+00:00,2021-05-04 07:00:00+00:00,gamma,True,20,1,c-2,3574,11716
1305,1305.0,2021-05-23 08:28:22.937187+00:00,x,y,2021-06-01 16:00:00+00:00,2021-06-01 18:00:00+00:00,alpha,True,15,1,a-7,1305,8739
354,354.0,2021-05-08 15:30:00.865670+00:00,x,y,2021-05-10 14:00:00+00:00,2021-05-10 15:55:00+00:00,beta,True,20,0,b-9,354,8739
1928,1928.0,2021-05-12 16:50:03.850847+00:00,x,y,2021-05-15 17:00:00+00:00,2021-05-15 18:59:00+00:00,gamma,True,20,2,c-6,1928,8739
271,271.0,2021-07-03 14:27:56.441770+00:00,x,y,2021-07-06 09:45:00+00:00,2021-07-06 11:45:00+00:00,gamma,True,20,2,c-2,271,10227
967,967.0,2021-07-07 21:17:42.379580+00:00,x,y,2021-08-02 14:00:00+00:00,2021-08-02 16:00:00+00:00,gamma,True,20,2,c-4,967,8155
2250,2250.0,2021-08-22 19:50:51.888447+00:00,x,y,2021-08-25 14:00:00+00:00,2021-08-25 16:00:00+00:00,gamma,True,20,1,c-4,2250,8739
1324,1324.0,2021-06-13 16:17:11.572546+00:00,x,y,2021-06-19 17:00:00+00:00,2021-06-19 18:59:00+00:00,gamma,True,20,1,c-6,1324,9877
58,58.0,2021-08-30 07:34:19.961628+00:00,x,y,2021-08-30 16:00:00+00:00,2021-08-30 18:00:00+00:00,alpha,True,20,1,a-23,58,8650
2570,2570.0,2021-07-19 06:49:43.223199+00:00,x,y,2021-07-28 10:00:00+00:00,2021-07-28 12:00:00+00:00,gamma,True,20,1,c-2,2570,10227
1589,1589.0,2021-01-03 20:40:40.887095+00:00,x,y,2021-01-09 05:00:00+00:00,2021-01-09 07:00:00+00:00,gamma,True,32,2,c-2,1589,9150
4460,4460.0,2021-03-19 11:48:34.263475+00:00,x,y,2021-04-01 13:30:00+00:00,2021-04-01 15:30:00+00:00,alpha,True,35,1,a-5,4460,8697
4820,4820.0,2021-07-19 16:42:02.087485+00:00,x,y,2021-07-31 16:00:00+00:00,2021-07-31 18:00:00+00:00,alpha,True,35,1,a-23,4820,9877
25,25.0,2021-07-26 07:18:42.489996+00:00,x,y,2021-09-24 13:00:00+00:00,2021-09-24 15:00:00+00:00,alpha,True,15,1,a-9,25,8650
3576,3576.0,2021-07-25 21:11:27.790664+00:00,x,y,2021-08-11 05:00:00+00:00,2021-08-11 06:55:00+00:00,beta,True,20,0,b-1,3576,11716
2954,2954.0,2021-06-19 00:00:55.585104+00:00,x,y,2021-07-09 16:00:00+00:00,2021-07-09 18:00:00+00:00,alpha,True,15,1,a-23,2954,10227
2607,2607.0,2021-03-28 22:00:38.068973+00:00,x,y,2021-04-07 11:00:00+00:00,2021-04-07 13:00:00+00:00,gamma,True,20,1,c-4,2607,19845
2605,2605.0,2021-01-30 18:37:18.869224+00:00,x,y,2021-02-15 13:30:00+00:00,2021-02-15 15:40:00+00:00,alpha,True,0,0,a-5,2605,8650
1004,1004.0,2021-08-10 11:57:22.843408+00:00,x,y,2021-08-11 13:00:00+00:00,2021-08-11 15:00:00+00:00,alpha,True,15,1,a-9,1004,10227
2756,2756.0,2021-06-04 08:56:55.508715+00:00,x,y,2021-07-03 04:00:00+00:00,2021-07-03 06:00:00+00:00,alpha,True,35,1,a-1,2756,10227
2200,2200.0,2021-08-17 14:48:03.956499+00:00,x,y,2021-08-27 05:00:00+00:00,2021-08-27 07:00:00+00:00,alpha,True,20,1,a-1,2200,8739
492,492.0,2021-07-18 10:06:05.075132+00:00,x,y,2021-07-25 04:00:00+00:00,2021-07-25 06:00:00+00:00,alpha,True,35,1,a-1,492,9877
4627,4627.0,2021-06-28 20:47:43.167616+00:00,x,y,2021-07-10 17:00:00+00:00,2021-07-10 18:59:00+00:00,gamma,True,20,2,c-6,4627,8739
1867,1867.0,2021-03-05 12:10:52.452081+00:00,x,y,2021-04-03 11:00:00+00:00,2021-04-03 13:00:00+00:00,gamma,True,20,2,c-4,1867,10721
1044,1044.0,2021-06-11 17:42:25.866144+00:00,x,y,2021-06-15 09:45:00+00:00,2021-06-15 11:45:00+00:00,gamma,True,20,2,c-2,1044,10227
4420,4420.0,2021-02-22 09:42:53.124565+00:00,x,y,2021-03-03 16:00:00+00:00,2021-03-03 18:10:00+00:00,alpha,True,15,1,a-7,4420,10227
2120,2120.0,2021-07-26 04:59:28.550309+00:00,x,y,2021-07-28 10:00:00+00:00,2021-07-28 12:00:00+00:00,gamma,True,20,2,c-2,2120,10227
1140,1140.0,2021-07-23 05:11:37.605721+00:00,x,y,2021-07-26 10:05:00+00:00,2021-07-26 12:00:00+00:00,alpha,True,35,1,a-7,1140,8697
2569,2569.0,2021-01-02 08:30:29.543182+00:00,x,y,2021-01-05 05:00:00+00:00,2021-01-05 06:55:00+00:00,beta,False,20,0,b-1,2569,10227
3569,3569.0,2021-02-12 05:50:36.168460+00:00,x,y,2021-02-25 11:00:00+00:00,2021-02-25 12:55:00+00:00,beta,True,35,0,b-69,3569,10227
4425,4425.0,2021-06-09 18:18:39.441748+00:00,x,y,2021-06-15 10:00:00+00:00,2021-06-15 12:00:00+00:00,alpha,True,15,1,a-7,4425,10227
2667,2667.0,2021-08-13 12:20:12.361153+00:00,x,y,2021-08-23 13:00:00+00:00,2021-08-23 15:00:00+00:00,alpha,True,20,1,a-9,2667,10227
4780,4780.0,2021-03-01 15:35:10.391417+00:00,x,y,2021-03-14 16:00:00+00:00,2021-03-14 18:10:00+00:00,alpha,True,35,1,a-7,4780,8697
241,241.0,2021-08-05 11:07:44.281972+00:00,x,y,2021-08-21 10:35:00+00:00,2021-08-21 12:35:00+00:00,omega,True,20,1,d-3,241,8650
3592,3592.0,2021-04-18 22:34:41.686024+00:00,x,y,2021-05-03 11:00:00+00:00,2021-05-03 13:00:00+00:00,gamma,True,20,1,c-4,3592,7400
3486,3486.0,2021-08-22 07:32:33.202832+00:00,x,y,2021-09-15 04:00:00+00:00,2021-09-15 06:00:00+00:00,alpha,True,15,1,a-1,3486,10227
512,512.0,2021-07-13 08:06:15.042330+00:00,x,y,2021-07-15 14:00:00+00:00,2021-07-15 15:55:00+00:00,beta,True,40,0,b-9,512,10227
3090,3090.0,2021-08-19 22:52:04.388849+00:00,x,y,2021-12-30 13:00:00+00:00,2021-12-30 15:00:00+00:00,alpha,True,15,1,a-9,3090,8650
100,100.0,2021-05-26 09:31:40.820136+00:00,x,y,2021-06-03 05:00:00+00:00,2021-06-03 07:00:00+00:00,alpha,True,35,1,a-1,100,10227
1387,1387.0,2021-02-16 08:19:17.722669+00:00,x,y,2021-03-13 11:00:00+00:00,2021-03-13 13:00:00+00:00,gamma,True,20,1,c-4,1387,8739
178,178.0,2021-08-07 09:25:16.021484+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 16:00:00+00:00,gamma,True,20,2,c-4,178,11716
3450,3450.0,2021-07-12 01:12:00.280531+00:00,x,y,2021-07-14 16:00:00+00:00,2021-07-14 18:00:00+00:00,alpha,True,15,1,a-23,3450,8155
2136,2136.0,2021-07-11 09:23:04.078696+00:00,x,y,2021-07-29 07:00:00+00:00,2021-07-29 09:00:00+00:00,alpha,True,15,1,a-5,2136,10227
328,328.0,2021-01-25 06:54:25.872965+00:00,x,y,2021-02-23 14:00:00+00:00,2021-02-23 15:55:00+00:00,beta,True,20,0,b-9,328,8650
2744,2744.0,2021-07-06 11:59:36.482650+00:00,x,y,2021-08-02 10:30:00+00:00,2021-08-02 12:25:00+00:00,beta,True,40,0,b-69,2744,11716
1888,1888.0,2021-06-24 18:48:20.946876+00:00,x,y,2021-07-11 14:00:00+00:00,2021-07-11 15:55:00+00:00,beta,True,40,0,b-9,1888,13097
747,747.0,2021-08-15 18:53:28.856611+00:00,x,y,2021-08-18 17:00:00+00:00,2021-08-18 18:59:00+00:00,gamma,True,20,2,c-6,747,8697
2079,2079.0,2021-08-09 19:29:34.656690+00:00,x,y,2021-08-20 05:00:00+00:00,2021-08-20 06:55:00+00:00,beta,True,40,0,b-1,2079,8739
1117,1117.0,2021-07-18 12:12:43.558779+00:00,x,y,2021-07-19 13:00:00+00:00,2021-07-19 15:00:00+00:00,alpha,True,15,1,a-9,1117,8697
3345,3345.0,2021-02-02 09:50:02.981138+00:00,x,y,2021-02-04 17:00:00+00:00,2021-02-04 18:59:00+00:00,gamma,True,0,0,c-6,3345,10227
1853,1853.0,2021-05-12 20:31:49.887129+00:00,x,y,2021-05-26 05:00:00+00:00,2021-05-26 07:00:00+00:00,gamma,True,20,1,c-2,1853,8697
82,82.0,2021-07-03 00:51:37.730935+00:00,x,y,2021-07-28 09:45:00+00:00,2021-07-28 11:45:00+00:00,gamma,True,20,2,c-2,82,11915
2543,2543.0,2021-06-19 09:42:48.419445+00:00,x,y,2021-07-29 17:00:00+00:00,2021-07-29 18:59:00+00:00,gamma,True,20,2,c-6,2543,10227
1453,1453.0,2021-08-27 14:27:26.183880+00:00,x,y,2021-09-06 13:00:00+00:00,2021-09-06 15:00:00+00:00,alpha,True,20,1,a-9,1453,10227
3776,3776.0,2021-07-02 18:38:29.955276+00:00,x,y,2021-07-03 13:00:00+00:00,2021-07-03 15:00:00+00:00,alpha,True,35,1,a-9,3776,10400
4427,4427.0,2021-05-19 12:24:47.915558+00:00,x,y,2021-05-24 13:00:00+00:00,2021-05-24 15:00:00+00:00,alpha,True,35,1,a-5,4427,8650
1363,1363.0,2021-05-25 04:48:23.025424+00:00,x,y,2021-06-01 05:00:00+00:00,2021-06-01 07:00:00+00:00,gamma,True,20,1,c-2,1363,10227
2478,2478.0,2021-04-16 11:12:49.843307+00:00,x,y,2021-04-20 11:00:00+00:00,2021-04-20 13:00:00+00:00,gamma,True,20,1,c-4,2478,8697
2651,2651.0,2021-06-27 18:19:44.572937+00:00,x,y,2021-07-14 17:00:00+00:00,2021-07-14 18:59:00+00:00,gamma,True,20,2,c-6,2651,11410
4596,4596.0,2021-05-20 19:14:20.786881+00:00,x,y,2021-05-25 05:00:00+00:00,2021-05-25 07:00:00+00:00,alpha,True,35,1,a-1,4596,11716
1019,1019.0,2021-07-02 15:14:51.993805+00:00,x,y,2021-07-12 11:00:00+00:00,2021-07-12 12:55:00+00:00,beta,True,40,0,b-69,1019,8739
1262,1262.0,2021-02-13 16:59:50.498536+00:00,x,y,2021-02-15 05:00:00+00:00,2021-02-15 07:00:00+00:00,gamma,True,32,1,c-2,1262,8739
3205,3205.0,2021-07-15 14:47:05.203486+00:00,x,y,2021-10-29 10:00:00+00:00,2021-10-29 12:00:00+00:00,gamma,True,20,2,c-2,3205,8697
3163,3163.0,2021-06-09 10:53:31.755346+00:00,x,y,2021-06-24 17:00:00+00:00,2021-06-24 18:59:00+00:00,gamma,True,20,2,c-6,3163,13097
3021,3021.0,2021-06-27 18:22:13.600364+00:00,x,y,2021-07-02 17:00:00+00:00,2021-07-02 18:59:00+00:00,gamma,True,20,2,c-6,3021,10227
180,180.0,2021-02-02 03:06:53.722865+00:00,x,y,2021-02-10 05:00:00+00:00,2021-02-10 06:55:00+00:00,beta,True,35,0,b-1,180,11716
4672,4672.0,2021-08-02 14:42:33.250612+00:00,x,y,2021-08-11 14:00:00+00:00,2021-08-11 16:00:00+00:00,gamma,True,20,2,c-4,4672,8697
3829,3829.0,2021-01-01 16:42:20.511799+00:00,x,y,2021-01-12 14:00:00+00:00,2021-01-12 15:55:00+00:00,beta,False,20,0,b-9,3829,8739
3937,3937.0,2021-03-10 20:48:30.207764+00:00,x,y,2021-03-20 15:30:00+00:00,2021-03-20 17:30:00+00:00,alpha,True,35,1,a-7,3937,10227
226,226.0,2021-04-08 07:52:18.199740+00:00,x,y,2021-04-17 11:00:00+00:00,2021-04-17 13:00:00+00:00,gamma,True,20,1,c-4,226,9900
1910,1910.0,2021-08-27 04:25:37.045147+00:00,x,y,2021-08-28 13:00:00+00:00,2021-08-28 15:00:00+00:00,alpha,True,15,1,a-9,1910,8650
238,238.0,2021-08-18 14:14:29.630482+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,alpha,True,15,1,a-7,238,7400
4894,4894.0,2021-04-06 19:40:15.189051+00:00,x,y,2021-04-07 05:00:00+00:00,2021-04-07 07:00:00+00:00,gamma,True,20,2,c-2,4894,8739
2803,2803.0,2021-04-18 21:56:56.492916+00:00,x,y,2021-05-12 05:00:00+00:00,2021-05-12 06:55:00+00:00,beta,True,20,0,b-1,2803,7400
3069,3069.0,2021-08-16 22:38:29.687535+00:00,x,y,2021-08-23 10:00:00+00:00,2021-08-23 12:00:00+00:00,gamma,True,20,2,c-2,3069,8697
2247,2247.0,2021-08-27 21:42:50.610632+00:00,x,y,2021-08-28 14:00:00+00:00,2021-08-28 15:55:00+00:00,beta,True,40,0,b-9,2247,9150
1523,1523.0,2021-03-12 05:59:48.471466+00:00,x,y,2021-03-18 05:00:00+00:00,2021-03-18 07:00:00+00:00,alpha,True,15,1,a-1,1523,10227
140,140.0,2021-03-12 07:43:16.716393+00:00,x,y,2021-03-18 11:00:00+00:00,2021-03-18 13:00:00+00:00,gamma,True,20,1,c-4,140,8697
4424,4424.0,2020-12-31 14:57:34.181819+00:00,x,y,2021-01-04 11:00:00+00:00,2021-01-04 13:00:00+00:00,gamma,True,32,1,c-4,4424,8739
4898,4898.0,2021-08-08 09:17:02.429379+00:00,x,y,2021-08-10 04:00:00+00:00,2021-08-10 06:00:00+00:00,alpha,True,15,1,a-1,4898,10227
2686,2686.0,2021-05-07 10:53:04.256271+00:00,x,y,2021-05-23 15:30:00+00:00,2021-05-23 17:30:00+00:00,alpha,True,15,1,a-7,2686,9150
4754,4754.0,2021-07-04 10:44:42.847523+00:00,x,y,2021-07-18 14:00:00+00:00,2021-07-18 15:55:00+00:00,beta,True,40,0,b-9,4754,8697
207,207.0,2021-01-11 05:41:59.354720+00:00,x,y,2021-01-29 11:00:00+00:00,2021-01-29 12:55:00+00:00,beta,False,20,0,b-69,207,7400
4971,4971.0,2021-07-27 02:44:22.195368+00:00,x,y,2021-08-02 16:00:00+00:00,2021-08-02 18:00:00+00:00,alpha,True,35,1,a-23,4971,9150
460,460.0,2021-06-17 19:29:08.216262+00:00,x,y,2021-06-30 16:00:00+00:00,2021-06-30 18:00:00+00:00,alpha,True,15,1,a-23,460,10227
4104,4104.0,2021-06-30 19:29:35.798519+00:00,x,y,2021-07-03 13:00:00+00:00,2021-07-03 15:00:00+00:00,alpha,True,15,1,a-9,4104,8739
814,814.0,2021-05-25 17:10:54.195834+00:00,x,y,2021-05-30 05:00:00+00:00,2021-05-30 06:55:00+00:00,beta,True,20,0,b-1,814,8697
2414,2414.0,2021-07-31 07:18:01.026945+00:00,x,y,2021-08-09 17:00:00+00:00,2021-08-09 18:59:00+00:00,gamma,True,20,1,c-6,2414,8739
1813,1813.0,2021-08-08 16:37:49.538262+00:00,x,y,2021-10-05 16:00:00+00:00,2021-10-05 18:00:00+00:00,alpha,True,20,1,a-23,1813,12425
4764,4764.0,2021-08-07 20:06:23.783996+00:00,x,y,2021-08-13 05:00:00+00:00,2021-08-13 06:55:00+00:00,beta,True,40,0,b-1,4764,8650
3992,3992.0,2021-06-08 18:14:24.546133+00:00,x,y,2021-07-15 10:00:00+00:00,2021-07-15 12:00:00+00:00,alpha,True,15,1,a-7,3992,9900
1021,1021.0,2021-06-10 14:51:26.798861+00:00,x,y,2021-06-11 10:00:00+00:00,2021-06-11 12:00:00+00:00,alpha,True,35,1,a-7,1021,8697
3813,3813.0,2021-02-28 21:19:34.943688+00:00,x,y,2021-03-16 13:30:00+00:00,2021-03-16 15:40:00+00:00,alpha,True,35,1,a-5,3813,11742
3168,3168.0,2021-08-26 17:30:21.357837+00:00,x,y,2021-10-24 10:00:00+00:00,2021-10-24 12:00:00+00:00,alpha,True,15,1,a-7,3168,8155
3354,3354.0,2021-07-10 13:11:32.660465+00:00,x,y,2021-07-11 10:00:00+00:00,2021-07-11 12:00:00+00:00,alpha,True,35,1,a-7,3354,9405
474,474.0,2021-05-09 02:52:27.724357+00:00,x,y,2021-05-20 14:00:00+00:00,2021-05-20 15:55:00+00:00,beta,True,20,0,b-9,474,8697
4621,4621.0,2021-05-11 07:04:32.905035+00:00,x,y,2021-05-22 16:00:00+00:00,2021-05-22 18:00:00+00:00,alpha,True,15,1,a-7,4621,8395
1198,1198.0,2021-05-23 11:57:15.771717+00:00,x,y,2021-05-30 16:00:00+00:00,2021-05-30 18:00:00+00:00,alpha,True,35,1,a-7,1198,8697
528,528.0,2021-08-11 20:14:59.682085+00:00,x,y,2021-08-13 16:00:00+00:00,2021-08-13 18:00:00+00:00,alpha,True,20,1,a-23,528,9900
624,624.0,2021-07-20 09:13:53.863117+00:00,x,y,2021-07-28 14:00:00+00:00,2021-07-28 16:00:00+00:00,gamma,True,20,1,c-4,624,10227
4118,4118.0,2021-06-24 12:37:44.314764+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 15:55:00+00:00,beta,True,40,0,b-9,4118,8650
4106,4106.0,2021-07-06 00:02:43.610329+00:00,x,y,2021-07-29 11:00:00+00:00,2021-07-29 12:55:00+00:00,beta,True,40,0,b-69,4106,7400
2114,2114.0,2021-06-27 19:47:10.746391+00:00,x,y,2021-07-04 10:00:00+00:00,2021-07-04 12:00:00+00:00,alpha,True,35,1,a-7,2114,12425
472,472.0,2021-03-13 08:54:20.996326+00:00,x,y,2021-03-21 05:00:00+00:00,2021-03-21 06:55:00+00:00,beta,True,20,0,b-1,472,9655
972,972.0,2021-07-27 09:47:40.406106+00:00,x,y,2021-07-29 04:00:00+00:00,2021-07-29 06:00:00+00:00,alpha,True,35,1,a-1,972,10227
1697,1697.0,2021-07-11 19:37:17.721189+00:00,x,y,2021-07-26 09:45:00+00:00,2021-07-26 11:45:00+00:00,gamma,True,20,1,c-2,1697,8697
1572,1572.0,2021-06-05 14:08:31.923769+00:00,x,y,2021-07-09 05:00:00+00:00,2021-07-09 07:00:00+00:00,gamma,True,20,2,c-2,1572,10227
1193,1193.0,2021-08-01 20:03:34.134235+00:00,x,y,2021-09-14 10:00:00+00:00,2021-09-14 12:00:00+00:00,gamma,True,20,2,c-2,1193,8739
869,869.0,2021-08-18 15:43:27.810318+00:00,x,y,2021-09-30 10:35:00+00:00,2021-09-30 12:35:00+00:00,omega,True,20,1,d-3,869,8697
3863,3863.0,2021-07-07 14:03:10.583029+00:00,x,y,2021-07-26 05:00:00+00:00,2021-07-26 06:55:00+00:00,beta,True,40,0,b-1,3863,8739
