Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
1241,2021-05-13 13:02:14.628586+00:00,x,y,2021-05-15 05:00:00+00:00,2021-05-15 06:55:00+00:00,beta,TRUE,20,0,b-1
1242,2021-01-04 13:04:08.555562+00:00,x,y,2021-01-30 16:00:00+00:00,2021-01-30 18:10:00+00:00,alpha,TRUE,0,0,a-7
1243,2021-06-20 20:06:48.155731+00:00,x,y,2021-07-10 04:00:00+00:00,2021-07-10 06:00:00+00:00,alpha,TRUE,35,1,a-1
1244,2021-02-08 13:46:25.185367+00:00,x,y,2021-02-09 11:00:00+00:00,2021-02-09 13:00:00+00:00,gamma,TRUE,0,0,c-4
1245,2021-05-08 21:31:44.798879+00:00,x,y,2021-05-22 13:00:00+00:00,2021-05-22 15:00:00+00:00,alpha,TRUE,35,1,a-5
1246,2021-06-03 18:29:55.202035+00:00,x,y,2021-06-29 10:00:00+00:00,2021-06-29 12:00:00+00:00,alpha,TRUE,15,1,a-7
1247,2021-08-11 11:16:07.530631+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 16:00:00+00:00,gamma,TRUE,20,2,c-4
1248,2021-06-21 09:59:25.390687+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,TRUE,15,1,a-1
1249,2021-08-10 21:26:51.104751+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,gamma,TRUE,20,1,c-2
1250,2021-08-09 09:32:58.045359+00:00,x,y,2021-08-16 10:00:00+00:00,2021-08-16 12:00:00+00:00,gamma,TRUE,20,1,c-2
1251,2021-07-08 08:38:02.182185+00:00,x,y,2021-07-08 10:00:00+00:00,2021-07-08 12:00:00+00:00,alpha,TRUE,35,1,a-7
1252,2021-05-16 10:59:49.247484+00:00,x,y,2021-06-04 11:00:00+00:00,2021-06-04 13:00:00+00:00,gamma,TRUE,20,2,c-4
1253,2021-08-24 08:45:34.077855+00:00,x,y,2021-09-20 10:00:00+00:00,2021-09-20 12:00:00+00:00,alpha,TRUE,15,1,a-7
1254,2021-08-10 13:31:26.014272+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,TRUE,15,1,a-23
1255,2021-08-08 16:52:21.875941+00:00,x,y,2021-08-26 10:00:00+00:00,2021-08-26 12:00:00+00:00,alpha,TRUE,20,1,a-7
1256,2021-07-11 04:26:41.060580+00:00,x,y,2021-07-22 16:00:00+00:00,2021-07-22 18:00:00+00:00,alpha,TRUE,35,1,a-23
1257,2021-07-06 08:42:07.064845+00:00,x,y,2021-07-20 13:00:00+00:00,2021-07-20 15:00:00+00:00,alpha,TRUE,15,1,a-9
1258,2021-07-03 04:56:04.322699+00:00,x,y,2021-07-18 05:00:00+00:00,2021-07-18 06:55:00+00:00,beta,TRUE,40,0,b-1
1259,2021-05-27 14:38:54.258379+00:00,x,y,2021-06-01 17:00:00+00:00,2021-06-01 18:59:00+00:00,gamma,TRUE,20,1,c-6
1260,2021-06-15 10:19:56.576391+00:00,x,y,2021-06-23 09:45:00+00:00,2021-06-23 11:45:00+00:00,gamma,TRUE,20,1,c-2
1261,2021-06-08 19:00:07.237054+00:00,x,y,2021-06-09 11:00:00+00:00,2021-06-09 13:00:00+00:00,gamma,TRUE,20,1,c-4
1262,2021-02-13 16:59:50.498536+00:00,x,y,2021-02-15 05:00:00+00:00,2021-02-15 07:00:00+00:00,gamma,TRUE,32,1,c-2
1263,2021-01-11 15:16:47.600666+00:00,x,y,2021-02-05 16:00:00+00:00,2021-02-05 18:10:00+00:00,alpha,TRUE,0,0,a-7
1264,2021-05-23 04:20:08.025924+00:00,x,y,2021-05-24 16:00:00+00:00,2021-05-24 18:00:00+00:00,alpha,TRUE,15,1,a-7
1265,2021-08-03 09:24:21.320451+00:00,x,y,2021-08-06 16:00:00+00:00,2021-08-06 18:00:00+00:00,alpha,TRUE,35,1,a-23
1266,2021-02-07 13:31:21.170770+00:00,x,y,2021-03-28 16:00:00+00:00,2021-03-28 18:00:00+00:00,alpha,TRUE,0,0,a-7
1267,2021-06-16 11:08:18.753048+00:00,x,y,2021-07-17 09:45:00+00:00,2021-07-17 11:45:00+00:00,gamma,TRUE,20,1,c-2
1268,2021-03-20 23:55:27.051294+00:00,x,y,2021-03-23 11:00:00+00:00,2021-03-23 12:55:00+00:00,beta,TRUE,40,0,b-69
1269,2021-06-30 11:28:54.318543+00:00,x,y,2021-07-10 09:45:00+00:00,2021-07-10 11:45:00+00:00,gamma,TRUE,20,2,c-2
1270,2021-07-03 05:05:10.171254+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,TRUE,20,2,c-6
1271,2021-05-03 14:43:12.226107+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,gamma,TRUE,20,2,c-2
1272,2021-08-24 11:09:37.108012+00:00,x,y,2021-08-26 14:00:00+00:00,2021-08-26 16:00:00+00:00,gamma,TRUE,20,1,c-4
1273,2021-04-18 20:05:54.603030+00:00,x,y,2021-05-15 05:00:00+00:00,2021-05-15 06:55:00+00:00,beta,TRUE,40,0,b-1
1274,2021-03-01 10:31:39.629463+00:00,x,y,2021-03-03 05:00:00+00:00,2021-03-03 07:00:00+00:00,gamma,TRUE,20,2,c-2
1275,2021-08-19 12:38:23.588296+00:00,x,y,2021-09-05 17:00:00+00:00,2021-09-05 18:59:00+00:00,gamma,TRUE,20,1,c-6
1276,2021-05-27 20:30:28.700284+00:00,x,y,2021-05-29 05:00:00+00:00,2021-05-29 07:00:00+00:00,alpha,TRUE,15,1,a-1
1277,2021-02-27 05:02:30.959155+00:00,x,y,2021-03-10 05:15:00+00:00,2021-03-10 07:25:00+00:00,alpha,TRUE,15,1,a-1
1278,2021-08-16 21:06:36.040633+00:00,x,y,2021-08-26 14:00:00+00:00,2021-08-26 15:55:00+00:00,beta,TRUE,40,0,b-9
1279,2021-05-24 14:53:05.478581+00:00,x,y,2021-06-07 05:00:00+00:00,2021-06-07 07:00:00+00:00,gamma,TRUE,20,1,c-2
1280,2021-06-19 04:29:20.765398+00:00,x,y,2021-07-10 07:00:00+00:00,2021-07-10 09:00:00+00:00,alpha,TRUE,35,1,a-5
1281,2021-08-07 06:42:24.560706+00:00,x,y,2021-08-08 13:00:00+00:00,2021-08-08 15:00:00+00:00,alpha,TRUE,20,1,a-9
1282,2021-07-25 16:39:53.582227+00:00,x,y,2021-07-29 10:00:00+00:00,2021-07-29 12:00:00+00:00,alpha,TRUE,35,1,a-7
1283,2021-02-27 11:10:52.946441+00:00,x,y,2021-03-20 11:00:00+00:00,2021-03-20 12:55:00+00:00,beta,TRUE,20,0,b-69
1284,2021-07-25 08:23:09.972931+00:00,x,y,2021-08-06 14:00:00+00:00,2021-08-06 15:55:00+00:00,beta,TRUE,40,0,b-9
1285,2021-06-25 07:54:48.140778+00:00,x,y,2021-07-25 09:45:00+00:00,2021-07-25 11:45:00+00:00,gamma,TRUE,20,1,c-2
1286,2021-07-17 20:54:37.088002+00:00,x,y,2021-07-25 13:00:00+00:00,2021-07-25 15:00:00+00:00,alpha,TRUE,15,1,a-9
1287,2021-03-28 11:19:50.587662+00:00,x,y,2021-04-10 11:00:00+00:00,2021-04-10 12:55:00+00:00,beta,TRUE,20,0,b-69
1288,2021-03-06 14:40:48.088612+00:00,x,y,2021-03-09 15:30:00+00:00,2021-03-09 17:30:00+00:00,alpha,TRUE,15,1,a-7
1289,2021-07-08 12:04:16.749356+00:00,x,y,2021-07-29 09:45:00+00:00,2021-07-29 11:45:00+00:00,gamma,TRUE,20,2,c-2
1290,2021-07-10 10:14:11.874177+00:00,x,y,2021-07-29 11:00:00+00:00,2021-07-29 12:55:00+00:00,beta,TRUE,40,0,b-69
1291,2021-08-04 12:02:35.492390+00:00,x,y,2021-08-23 17:00:00+00:00,2021-08-23 18:59:00+00:00,gamma,TRUE,20,2,c-6
1292,2021-08-07 09:49:27.917382+00:00,x,y,2021-08-11 07:50:00+00:00,2021-08-11 09:45:00+00:00,beta,TRUE,20,0,b-67
1293,2021-03-23 19:10:58.043594+00:00,x,y,2021-04-17 11:00:00+00:00,2021-04-17 13:00:00+00:00,gamma,TRUE,20,1,c-4
1294,2021-05-12 08:58:40.823566+00:00,x,y,2021-05-25 05:00:00+00:00,2021-05-25 07:00:00+00:00,gamma,TRUE,20,2,c-2
1295,2021-05-23 08:59:42.519128+00:00,x,y,2021-05-30 17:00:00+00:00,2021-05-30 18:59:00+00:00,gamma,TRUE,20,2,c-6
1296,2021-06-17 13:27:05.527912+00:00,x,y,2021-07-20 13:00:00+00:00,2021-07-20 15:00:00+00:00,alpha,TRUE,35,1,a-9
1297,2021-06-16 02:32:45.638458+00:00,x,y,2021-06-22 14:00:00+00:00,2021-06-22 16:00:00+00:00,gamma,TRUE,20,2,c-4
1298,2021-01-28 05:33:15.929324+00:00,x,y,2021-02-09 16:00:00+00:00,2021-02-09 17:55:00+00:00,beta,TRUE,35,0,b-19
1299,2021-06-04 18:33:16.580513+00:00,x,y,2021-06-07 16:00:00+00:00,2021-06-07 18:00:00+00:00,alpha,TRUE,35,1,a-23
1300,2021-07-25 05:33:42.841522+00:00,x,y,2021-08-09 14:00:00+00:00,2021-08-09 16:00:00+00:00,gamma,TRUE,20,1,c-4
1301,2021-03-19 06:06:39.298737+00:00,x,y,2021-03-23 15:30:00+00:00,2021-03-23 17:30:00+00:00,alpha,TRUE,35,1,a-7
1302,2021-06-12 14:15:24.011960+00:00,x,y,2021-06-16 14:00:00+00:00,2021-06-16 15:55:00+00:00,beta,TRUE,20,0,b-9
1303,2021-06-20 19:34:08.684173+00:00,x,y,2021-06-30 05:00:00+00:00,2021-06-30 06:55:00+00:00,beta,TRUE,20,0,b-1
1304,2021-02-03 04:58:29.060991+00:00,x,y,2021-02-09 14:00:00+00:00,2021-02-09 15:55:00+00:00,beta,TRUE,35,0,b-9
1305,2021-05-23 08:28:22.937187+00:00,x,y,2021-06-01 16:00:00+00:00,2021-06-01 18:00:00+00:00,alpha,TRUE,15,1,a-7
1306,2021-08-13 12:10:13.980356+00:00,x,y,2021-08-21 16:00:00+00:00,2021-08-21 18:00:00+00:00,alpha,TRUE,20,1,a-23
1307,2021-07-23 03:58:41.827822+00:00,x,y,2021-07-26 16:00:00+00:00,2021-07-26 18:00:00+00:00,alpha,TRUE,15,1,a-23
1308,2021-06-25 05:36:03.475703+00:00,x,y,2021-07-07 09:45:00+00:00,2021-07-07 11:45:00+00:00,gamma,TRUE,20,2,c-2
1309,2021-01-28 07:28:13.554605+00:00,x,y,2021-02-13 05:00:00+00:00,2021-02-13 07:00:00+00:00,gamma,TRUE,0,0,c-2
1310,2021-01-22 15:38:36.362867+00:00,x,y,2021-01-24 16:00:00+00:00,2021-01-24 18:10:00+00:00,alpha,TRUE,20,1,a-7
1311,2021-06-18 15:12:09.715523+00:00,x,y,2021-06-21 17:00:00+00:00,2021-06-21 18:59:00+00:00,gamma,TRUE,20,2,c-6
1312,2021-05-20 06:01:39.848823+00:00,x,y,2021-05-26 17:00:00+00:00,2021-05-26 18:59:00+00:00,gamma,TRUE,20,2,c-6
1313,2021-03-07 15:45:42.465210+00:00,x,y,2021-03-09 13:30:00+00:00,2021-03-09 15:30:00+00:00,alpha,TRUE,15,1,a-5
1314,2021-02-10 10:22:58.336431+00:00,x,y,2021-03-06 11:00:00+00:00,2021-03-06 13:00:00+00:00,gamma,TRUE,32,1,c-4
1315,2021-03-13 13:02:49.028295+00:00,x,y,2021-03-23 05:00:00+00:00,2021-03-23 07:00:00+00:00,alpha,TRUE,35,1,a-1
1316,2021-06-15 12:36:16.683657+00:00,x,y,2021-06-16 13:00:00+00:00,2021-06-16 15:00:00+00:00,alpha,TRUE,35,1,a-9
1317,2021-04-20 11:15:35.163520+00:00,x,y,2021-05-02 05:00:00+00:00,2021-05-02 06:55:00+00:00,beta,TRUE,20,0,b-1
1318,2021-07-14 09:10:28.218770+00:00,x,y,2021-07-14 17:00:00+00:00,2021-07-14 18:59:00+00:00,gamma,TRUE,20,2,c-6
1319,2021-08-02 22:02:09.418958+00:00,x,y,2021-08-17 14:00:00+00:00,2021-08-17 16:00:00+00:00,gamma,TRUE,20,2,c-4
1320,2021-05-24 01:07:00.562884+00:00,x,y,2021-05-30 16:00:00+00:00,2021-05-30 18:00:00+00:00,alpha,TRUE,35,1,a-7
1321,2021-03-09 15:04:23.381910+00:00,x,y,2021-04-02 05:00:00+00:00,2021-04-02 06:55:00+00:00,beta,TRUE,20,0,b-1
1322,2021-08-19 12:16:39.665359+00:00,x,y,2021-09-01 11:00:00+00:00,2021-09-01 12:55:00+00:00,beta,TRUE,20,0,b-69
1323,2021-06-02 07:30:22.140706+00:00,x,y,2021-06-17 07:00:00+00:00,2021-06-17 09:00:00+00:00,alpha,TRUE,35,1,a-5
1324,2021-06-13 16:17:11.572546+00:00,x,y,2021-06-19 17:00:00+00:00,2021-06-19 18:59:00+00:00,gamma,TRUE,20,1,c-6
1325,2021-01-03 10:05:15.587817+00:00,x,y,2021-01-04 16:00:00+00:00,2021-01-04 17:55:00+00:00,beta,FALSE,20,0,b-19
1326,2021-04-30 07:14:57.123655+00:00,x,y,2021-05-13 16:00:00+00:00,2021-05-13 18:00:00+00:00,alpha,TRUE,35,1,a-7
1327,2021-06-28 09:53:32.604674+00:00,x,y,2021-07-02 14:00:00+00:00,2021-07-02 16:00:00+00:00,gamma,TRUE,20,2,c-4
1328,2021-06-21 15:15:36.069948+00:00,x,y,2021-07-17 09:45:00+00:00,2021-07-17 11:45:00+00:00,gamma,TRUE,20,1,c-2
1329,2021-08-16 11:45:33.421056+00:00,x,y,2021-08-17 10:00:00+00:00,2021-08-17 12:00:00+00:00,alpha,TRUE,20,1,a-7
1330,2021-02-11 05:26:13.744656+00:00,x,y,2021-02-22 16:00:00+00:00,2021-02-22 18:10:00+00:00,alpha,TRUE,0,0,a-7
1331,2021-07-27 06:18:34.285216+00:00,x,y,2021-07-28 17:00:00+00:00,2021-07-28 18:59:00+00:00,gamma,TRUE,20,1,c-6
1332,2021-05-02 17:16:19.737221+00:00,x,y,2021-05-20 05:00:00+00:00,2021-05-20 07:00:00+00:00,alpha,TRUE,35,1,a-1
1333,2021-08-28 08:55:40.390019+00:00,x,y,2021-09-10 13:15:00+00:00,2021-09-10 15:15:00+00:00,alpha,TRUE,15,1,a-9
1334,2021-07-05 14:58:17.350304+00:00,x,y,2021-07-08 14:00:00+00:00,2021-07-08 16:00:00+00:00,gamma,TRUE,20,1,c-4
1335,2021-08-17 12:46:17.021968+00:00,x,y,2021-08-28 10:00:00+00:00,2021-08-28 12:00:00+00:00,alpha,TRUE,15,1,a-7
1336,2021-01-23 04:02:40.745088+00:00,x,y,2021-02-17 17:00:00+00:00,2021-02-17 18:59:00+00:00,gamma,TRUE,32,1,c-6
1337,2021-05-08 19:31:25.323713+00:00,x,y,2021-05-10 17:00:00+00:00,2021-05-10 18:59:00+00:00,gamma,TRUE,20,2,c-6
1338,2021-05-26 00:19:29.205800+00:00,x,y,2021-05-27 05:00:00+00:00,2021-05-27 07:00:00+00:00,gamma,TRUE,20,1,c-2
1339,2021-06-20 11:25:54.952753+00:00,x,y,2021-06-21 10:00:00+00:00,2021-06-21 12:00:00+00:00,alpha,TRUE,15,1,a-7
1340,2021-06-29 18:01:13.219126+00:00,x,y,2021-06-30 16:00:00+00:00,2021-06-30 18:00:00+00:00,alpha,TRUE,15,1,a-23
1341,2021-06-24 16:20:04.816988+00:00,x,y,2021-06-29 14:00:00+00:00,2021-06-29 15:55:00+00:00,beta,TRUE,20,0,b-9
1342,2021-06-25 15:58:33.021589+00:00,x,y,2021-09-29 07:00:00+00:00,2021-09-29 09:00:00+00:00,alpha,TRUE,35,1,a-5
1343,2021-06-21 14:25:17.976955+00:00,x,y,2021-07-11 11:00:00+00:00,2021-07-11 12:55:00+00:00,beta,TRUE,20,0,b-69
1344,2021-02-06 17:55:42.823352+00:00,x,y,2021-02-19 05:00:00+00:00,2021-02-19 06:55:00+00:00,beta,TRUE,35,0,b-1
1345,2021-03-29 15:30:19.356482+00:00,x,y,2021-03-31 15:30:00+00:00,2021-03-31 17:30:00+00:00,alpha,TRUE,15,1,a-7
1346,2021-06-29 13:49:25.370029+00:00,x,y,2021-07-16 10:35:00+00:00,2021-07-16 12:35:00+00:00,gamma,TRUE,20,1,c-2
1347,2021-07-02 13:43:20.063934+00:00,x,y,2021-07-15 14:00:00+00:00,2021-07-15 16:00:00+00:00,gamma,TRUE,20,2,c-4
1348,2021-02-10 18:50:56.921441+00:00,x,y,2021-03-15 05:15:00+00:00,2021-03-15 07:25:00+00:00,alpha,TRUE,0,0,a-1
1349,2021-07-08 03:09:49.165434+00:00,x,y,2021-08-04 05:00:00+00:00,2021-08-04 06:55:00+00:00,beta,TRUE,40,0,b-1
1350,2021-05-02 23:45:16.187075+00:00,x,y,2021-05-04 17:00:00+00:00,2021-05-04 18:59:00+00:00,gamma,TRUE,20,2,c-6
1351,2021-05-05 19:48:54.021256+00:00,x,y,2021-05-10 17:00:00+00:00,2021-05-10 18:59:00+00:00,gamma,TRUE,20,1,c-6
1352,2021-06-28 01:31:19.600222+00:00,x,y,2021-07-08 07:00:00+00:00,2021-07-08 09:00:00+00:00,alpha,TRUE,15,1,a-5
1353,2021-02-24 12:19:20.237446+00:00,x,y,2021-02-25 13:00:00+00:00,2021-02-25 15:00:00+00:00,alpha,TRUE,35,1,a-5
1354,2021-05-15 05:54:20.686076+00:00,x,y,2021-05-18 05:00:00+00:00,2021-05-18 07:00:00+00:00,alpha,TRUE,15,1,a-1
1355,2021-02-27 11:15:48.425465+00:00,x,y,2021-03-28 11:00:00+00:00,2021-03-28 12:55:00+00:00,beta,TRUE,20,0,b-69
1356,2021-05-24 01:40:23.764208+00:00,x,y,2021-05-26 05:00:00+00:00,2021-05-26 06:55:00+00:00,beta,TRUE,20,0,b-1
1357,2021-06-29 12:06:36.902033+00:00,x,y,2021-07-20 09:45:00+00:00,2021-07-20 11:45:00+00:00,gamma,TRUE,20,1,c-2
1358,2021-08-18 18:39:37.064567+00:00,x,y,2021-08-24 16:00:00+00:00,2021-08-24 18:00:00+00:00,alpha,TRUE,15,1,a-23
1359,2021-03-29 18:34:15.477673+00:00,x,y,2021-03-31 11:00:00+00:00,2021-03-31 13:00:00+00:00,gamma,TRUE,20,2,c-4
1360,2021-04-23 18:05:01.124408+00:00,x,y,2021-05-01 05:00:00+00:00,2021-05-01 07:00:00+00:00,gamma,TRUE,20,2,c-2
1361,2021-08-06 15:21:46.833751+00:00,x,y,2021-08-07 14:00:00+00:00,2021-08-07 16:00:00+00:00,gamma,TRUE,20,2,c-4
1362,2021-07-26 08:31:28.280051+00:00,x,y,2021-07-28 10:00:00+00:00,2021-07-28 12:00:00+00:00,alpha,TRUE,15,1,a-7
1363,2021-05-25 04:48:23.025424+00:00,x,y,2021-06-01 05:00:00+00:00,2021-06-01 07:00:00+00:00,gamma,TRUE,20,1,c-2
1364,2021-08-15 07:45:23.678386+00:00,x,y,2021-08-28 10:00:00+00:00,2021-08-28 12:00:00+00:00,gamma,TRUE,20,2,c-2
1365,2021-04-07 18:43:41.865238+00:00,x,y,2021-04-18 11:00:00+00:00,2021-04-18 13:00:00+00:00,gamma,TRUE,20,1,c-4
1366,2021-05-27 20:09:01.880363+00:00,x,y,2021-06-02 13:00:00+00:00,2021-06-02 15:00:00+00:00,alpha,TRUE,35,1,a-5
1367,2021-06-21 20:33:27.772234+00:00,x,y,2021-06-22 17:00:00+00:00,2021-06-22 18:59:00+00:00,gamma,TRUE,20,1,c-6
1368,2021-02-12 03:04:50.622746+00:00,x,y,2021-02-12 05:00:00+00:00,2021-02-12 07:00:00+00:00,gamma,TRUE,32,1,c-2
1369,2021-04-26 18:58:10.409009+00:00,x,y,2021-04-27 11:00:00+00:00,2021-04-27 13:00:00+00:00,gamma,TRUE,20,1,c-4
1370,2021-07-29 08:09:24.633464+00:00,x,y,2021-10-25 10:00:00+00:00,2021-10-25 12:00:00+00:00,gamma,TRUE,20,2,c-2
1371,2021-07-26 09:56:26.758731+00:00,x,y,2021-08-02 13:00:00+00:00,2021-08-02 15:00:00+00:00,alpha,TRUE,35,1,a-9
1372,2021-01-25 11:53:33.559164+00:00,x,y,2021-02-16 11:00:00+00:00,2021-02-16 12:55:00+00:00,beta,TRUE,20,0,b-69
1373,2021-05-23 08:28:31.528504+00:00,x,y,2021-07-15 17:00:00+00:00,2021-07-15 18:59:00+00:00,gamma,TRUE,20,1,c-6
1374,2021-03-15 12:22:27.169842+00:00,x,y,2021-03-16 05:00:00+00:00,2021-03-16 07:00:00+00:00,gamma,TRUE,20,1,c-2
1375,2021-06-02 11:00:33.489381+00:00,x,y,2021-08-22 11:00:00+00:00,2021-08-22 13:00:00+00:00,gamma,TRUE,20,2,c-4
1376,2021-04-08 07:34:13.572372+00:00,x,y,2021-04-11 17:00:00+00:00,2021-04-11 18:59:00+00:00,gamma,TRUE,20,1,c-6
1377,2021-06-14 07:48:12.006755+00:00,x,y,2021-06-16 14:00:00+00:00,2021-06-16 16:00:00+00:00,gamma,TRUE,20,1,c-4
1378,2021-08-01 12:09:06.797389+00:00,x,y,2021-08-15 14:00:00+00:00,2021-08-15 16:00:00+00:00,gamma,TRUE,20,1,c-4
1379,2021-01-18 09:41:18.086262+00:00,x,y,2021-01-22 11:00:00+00:00,2021-01-22 13:00:00+00:00,gamma,TRUE,32,1,c-4
1380,2021-05-13 07:32:04.257031+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 07:00:00+00:00,alpha,TRUE,15,1,a-1
1381,2021-08-25 15:06:22.264887+00:00,x,y,2021-08-25 17:00:00+00:00,2021-08-25 18:59:00+00:00,gamma,TRUE,20,1,c-6
1382,2021-08-07 16:20:01.431858+00:00,x,y,2021-08-10 10:00:00+00:00,2021-08-10 12:00:00+00:00,alpha,TRUE,15,1,a-7
1383,2021-03-07 02:14:00.519930+00:00,x,y,2021-03-31 14:00:00+00:00,2021-03-31 15:55:00+00:00,beta,TRUE,40,0,b-9
1384,2021-07-14 08:33:40.868042+00:00,x,y,2021-08-03 13:00:00+00:00,2021-08-03 15:00:00+00:00,alpha,TRUE,15,1,a-9
1385,2021-05-29 17:25:59.932239+00:00,x,y,2021-06-21 13:00:00+00:00,2021-06-21 15:00:00+00:00,alpha,TRUE,15,1,a-5
1386,2021-08-26 19:26:56.155597+00:00,x,y,2021-09-09 16:00:00+00:00,2021-09-09 17:55:00+00:00,beta,TRUE,20,0,b-19
1387,2021-02-16 08:19:17.722669+00:00,x,y,2021-03-13 11:00:00+00:00,2021-03-13 13:00:00+00:00,gamma,TRUE,20,1,c-4
1388,2021-08-06 11:44:03.391537+00:00,x,y,2021-08-12 11:00:00+00:00,2021-08-12 12:55:00+00:00,beta,TRUE,40,0,b-69
1389,2021-08-07 07:34:11.059568+00:00,x,y,2021-08-11 14:00:00+00:00,2021-08-11 16:00:00+00:00,gamma,TRUE,20,1,c-4
1390,2021-06-12 16:15:24.502175+00:00,x,y,2021-06-20 10:00:00+00:00,2021-06-20 12:00:00+00:00,alpha,TRUE,15,1,a-7
1391,2021-07-27 14:28:35.452615+00:00,x,y,2021-07-30 16:30:00+00:00,2021-07-30 18:30:00+00:00,alpha,TRUE,35,1,a-9
1392,2021-02-12 14:22:23.789702+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 06:55:00+00:00,beta,TRUE,35,0,b-1
1393,2021-07-25 09:30:58.069671+00:00,x,y,2021-07-26 13:00:00+00:00,2021-07-26 15:00:00+00:00,alpha,TRUE,15,1,a-9
1394,2021-06-17 07:42:46.846331+00:00,x,y,2021-06-27 09:45:00+00:00,2021-06-27 11:45:00+00:00,gamma,TRUE,20,1,c-2
1395,2021-01-27 10:26:13.563893+00:00,x,y,2021-02-08 13:30:00+00:00,2021-02-08 15:40:00+00:00,alpha,TRUE,20,1,a-5
1396,2021-07-08 20:21:38.484069+00:00,x,y,2021-07-17 16:00:00+00:00,2021-07-17 18:00:00+00:00,alpha,TRUE,15,1,a-23
1397,2021-05-13 05:38:02.177787+00:00,x,y,2021-05-20 10:00:00+00:00,2021-05-20 12:00:00+00:00,alpha,TRUE,35,1,a-9
1398,2021-07-26 17:35:22.387001+00:00,x,y,2021-08-06 16:00:00+00:00,2021-08-06 18:00:00+00:00,alpha,TRUE,15,1,a-23
1399,2021-02-28 06:24:14.039173+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 07:00:00+00:00,alpha,TRUE,15,1,a-1
1400,2021-06-04 19:45:48.402792+00:00,x,y,2021-06-29 05:00:00+00:00,2021-06-29 07:00:00+00:00,gamma,TRUE,20,1,c-2
1401,2021-06-06 20:21:50.526720+00:00,x,y,2021-06-17 04:00:00+00:00,2021-06-17 06:00:00+00:00,alpha,TRUE,35,1,a-1
1402,2021-07-03 12:54:31.463503+00:00,x,y,2021-07-06 17:00:00+00:00,2021-07-06 18:59:00+00:00,gamma,TRUE,20,1,c-6
1403,2021-05-12 10:14:32.220246+00:00,x,y,2021-05-18 05:00:00+00:00,2021-05-18 07:00:00+00:00,gamma,TRUE,20,2,c-2
1404,2021-07-06 21:30:16.769166+00:00,x,y,2021-07-09 13:30:00+00:00,2021-07-09 15:30:00+00:00,alpha,TRUE,15,1,a-9
1405,2021-01-18 20:49:28.184682+00:00,x,y,2021-01-21 05:15:00+00:00,2021-01-21 07:25:00+00:00,alpha,TRUE,20,1,a-1
1406,2021-01-31 17:09:56.414365+00:00,x,y,2021-03-22 17:00:00+00:00,2021-03-22 18:59:00+00:00,gamma,TRUE,32,1,c-6
1407,2021-07-22 10:21:20.107159+00:00,x,y,2021-12-31 11:00:00+00:00,2021-12-31 12:55:00+00:00,beta,TRUE,40,0,b-69
1408,2021-08-25 11:30:20.720808+00:00,x,y,2021-09-15 13:00:00+00:00,2021-09-15 15:00:00+00:00,alpha,TRUE,20,1,a-9
1409,2021-05-23 16:17:55.470469+00:00,x,y,2021-06-25 10:00:00+00:00,2021-06-25 12:00:00+00:00,alpha,TRUE,15,1,a-9
1410,2021-02-19 20:56:40.560463+00:00,x,y,2021-02-20 11:00:00+00:00,2021-02-20 13:00:00+00:00,gamma,TRUE,20,2,c-4
1411,2021-07-03 08:33:05.160344+00:00,x,y,2021-07-12 17:00:00+00:00,2021-07-12 18:59:00+00:00,gamma,TRUE,20,1,c-6
1412,2021-06-14 23:45:37.597140+00:00,x,y,2021-06-23 14:00:00+00:00,2021-06-23 16:00:00+00:00,gamma,TRUE,20,2,c-4
1413,2021-08-21 16:10:37.507327+00:00,x,y,2021-09-05 16:00:00+00:00,2021-09-05 18:00:00+00:00,alpha,TRUE,20,1,a-23
1414,2021-08-26 05:53:39.424509+00:00,x,y,2021-09-01 04:00:00+00:00,2021-09-01 06:00:00+00:00,alpha,TRUE,20,1,a-1
1415,2021-06-13 05:03:37.719546+00:00,x,y,2021-06-19 04:00:00+00:00,2021-06-19 06:00:00+00:00,alpha,TRUE,35,1,a-1
1416,2021-05-21 20:16:50.663919+00:00,x,y,2021-07-16 11:00:00+00:00,2021-07-16 13:00:00+00:00,gamma,TRUE,20,1,c-4
1417,2021-07-08 20:08:13.134407+00:00,x,y,2021-07-24 11:00:00+00:00,2021-07-24 12:55:00+00:00,beta,TRUE,40,0,b-69
1418,2021-03-30 10:40:01.112661+00:00,x,y,2021-04-10 05:00:00+00:00,2021-04-10 07:00:00+00:00,alpha,TRUE,35,1,a-1
1419,2021-07-09 14:32:54.486170+00:00,x,y,2021-08-13 17:00:00+00:00,2021-08-13 18:59:00+00:00,gamma,TRUE,20,1,c-6
